Project,Module,File,GT,TFIDF@10,Score@10,TFIDF@20,Score@20,TFIDF@30,Score@30,TFIDF@40,Score@40,TFIDF@50,Score@50,TFIDF@60,Score@60,TFIDF@70,Score@70,TFIDF@80,Score@80,TFIDF@90,Score@90
jabref,cli,src/main/java/org/jabref/logic/bst/BstFunctions.java,logic,logic,46.67,logic,46.67,logic,46.67,logic,46.67,None,46.67,None,46.67,None,46.67,None,46.67,None,46.67
jabref,cli,src/main/java/org/jabref/logic/layout/format/CreateDocBook5Editors.java,logic,logic,55.04,logic,55.04,logic,55.04,logic,55.04,logic,55.04,None,55.04,None,55.04,None,55.04,None,55.04
jabref,cli,src/main/java/org/jabref/gui/openoffice/ManageCitationsDialogView.java,gui,gui,59.69,gui,59.69,gui,59.69,gui,59.69,gui,59.69,None,59.69,None,59.69,None,59.69,None,59.69
jabref,cli,src/main/java/org/jabref/gui/edit/EditAction.java,gui,gui,87.64,gui,87.64,gui,87.64,gui,87.64,gui,87.64,gui,87.64,gui,87.64,gui,87.64,None,87.64
jabref,cli,src/main/java/org/jabref/logic/layout/format/DOICheck.java,logic,logic,56.62,logic,56.62,logic,56.62,logic,56.62,logic,56.62,None,56.62,None,56.62,None,56.62,None,56.62
jabref,cli,src/main/java/org/jabref/logic/openoffice/backend/GetContext.java,logic,logic,53.05,logic,53.05,logic,53.05,logic,53.05,logic,53.05,None,53.05,None,53.05,None,53.05,None,53.05
jabref,cli,src/main/java/org/jabref/logic/layout/format/RemoveBracketsAddComma.java,logic,logic,56.75,logic,56.75,logic,56.75,logic,56.75,logic,56.75,None,56.75,None,56.75,None,56.75,None,56.75
jabref,cli,src/main/java/org/jabref/model/groups/AutomaticGroup.java,model,model,91.27,model,91.27,model,91.27,model,91.27,model,91.27,model,91.27,model,91.27,model,91.27,model,91.27
jabref,cli,src/main/java/org/jabref/logic/exporter/ModsExporter.java,logic,logic,52.49,logic,52.49,logic,52.49,logic,52.49,logic,52.49,None,52.49,None,52.49,None,52.49,None,52.49
jabref,cli,src/main/java/org/jabref/logic/importer/fileformat/ModsImporter.java,logic,logic,47.70,logic,47.70,logic,47.70,logic,47.70,None,47.70,None,47.70,None,47.70,None,47.70,None,47.70
jabref,cli,src/main/java/org/jabref/gui/importer/ImportCustomEntryTypesDialogViewModel.java,gui,gui,71.79,gui,71.79,gui,71.79,gui,71.79,gui,71.79,gui,71.79,gui,71.79,None,71.79,None,71.79
jabref,cli,src/main/java/org/jabref/gui/push/PushToVimSettings.java,gui,preferences,104.51,preferences,104.51,preferences,104.51,preferences,104.51,preferences,104.51,preferences,104.51,preferences,104.51,preferences,104.51,preferences,104.51
jabref,cli,src/main/java/org/jabref/logic/openoffice/action/EditMerge.java,logic,logic,48.53,logic,48.53,logic,48.53,logic,48.53,None,48.53,None,48.53,None,48.53,None,48.53,None,48.53
jabref,cli,src/main/java/org/jabref/logic/cleanup/FieldFormatterCleanups.java,logic,logic,51.07,logic,51.07,logic,51.07,logic,51.07,logic,51.07,None,51.07,None,51.07,None,51.07,None,51.07
jabref,cli,src/main/java/org/jabref/gui/groups/UndoableChangeEntriesOfGroup.java,gui,gui,64.00,gui,64.00,gui,64.00,gui,64.00,gui,64.00,gui,64.00,None,64.00,None,64.00,None,64.00
jabref,cli,src/main/java/org/jabref/logic/importer/fetcher/ACS.java,logic,logic,55.11,logic,55.11,logic,55.11,logic,55.11,logic,55.11,None,55.11,None,55.11,None,55.11,None,55.11
jabref,cli,src/main/java/org/jabref/gui/fieldeditors/JournalEditor.java,gui,preferences,94.92,preferences,94.92,preferences,94.92,preferences,94.92,preferences,94.92,preferences,94.92,preferences,94.92,preferences,94.92,preferences,94.92
jabref,cli,src/main/java/org/jabref/gui/groups/GroupTreeNodeViewModel.java,gui,model,77.11,model,77.11,model,77.11,model,77.11,model,77.11,model,77.11,model,77.11,None,77.11,None,77.11
jabref,cli,src/main/java/org/jabref/gui/collab/preamblechange/PreambleChange.java,gui,gui,63.51,gui,63.51,gui,63.51,gui,63.51,gui,63.51,gui,63.51,None,63.51,None,63.51,None,63.51
jabref,cli,src/main/java/org/jabref/logic/importer/fileformat/PdfContentImporter.java,logic,logic,48.12,logic,48.12,logic,48.12,logic,48.12,None,48.12,None,48.12,None,48.12,None,48.12,None,48.12
jabref,cli,src/main/java/org/jabref/logic/layout/format/AuthorFirstFirstCommas.java,logic,logic,55.67,logic,55.67,logic,55.67,logic,55.67,logic,55.67,None,55.67,None,55.67,None,55.67,None,55.67
jabref,cli,src/main/java/org/jabref/gui/MainApplication.java,gui,preferences,104.64,preferences,104.64,preferences,104.64,preferences,104.64,preferences,104.64,preferences,104.64,preferences,104.64,preferences,104.64,preferences,104.64
jabref,cli,src/main/java/org/jabref/logic/layout/format/Ordinal.java,logic,logic,55.61,logic,55.61,logic,55.61,logic,55.61,logic,55.61,None,55.61,None,55.61,None,55.61,None,55.61
jabref,cli,src/main/java/org/jabref/gui/preferences/journals/AbbreviationsFileViewModel.java,gui,preferences,90.27,preferences,90.27,preferences,90.27,preferences,90.27,preferences,90.27,preferences,90.27,preferences,90.27,preferences,90.27,preferences,90.27
jabref,cli,src/main/java/org/jabref/gui/maintable/OpenFolderAction.java,gui,gui,70.56,gui,70.56,gui,70.56,gui,70.56,gui,70.56,gui,70.56,gui,70.56,None,70.56,None,70.56
jabref,cli,src/main/java/org/jabref/gui/preferences/customimporter/CustomImporterTab.java,gui,preferences,93.20,preferences,93.20,preferences,93.20,preferences,93.20,preferences,93.20,preferences,93.20,preferences,93.20,preferences,93.20,preferences,93.20
jabref,cli,src/main/java/org/jabref/model/groups/AbstractGroup.java,model,model,80.93,model,80.93,model,80.93,model,80.93,model,80.93,model,80.93,model,80.93,model,80.93,None,80.93
jabref,cli,src/main/java/org/jabref/gui/preferences/PreferenceTabViewModel.java,gui,preferences,101.00,preferences,101.00,preferences,101.00,preferences,101.00,preferences,101.00,preferences,101.00,preferences,101.00,preferences,101.00,preferences,101.00
jabref,cli,src/main/java/org/jabref/gui/mergeentries/newmergedialog/fieldsmerger/FieldMergerFactory.java,gui,gui,62.95,gui,62.95,gui,62.95,gui,62.95,gui,62.95,gui,62.95,None,62.95,None,62.95,None,62.95
jabref,cli,src/main/java/org/jabref/preferences/BibEntryPreferences.java,preferences,preferences,100.22,preferences,100.22,preferences,100.22,preferences,100.22,preferences,100.22,preferences,100.22,preferences,100.22,preferences,100.22,preferences,100.22
jabref,cli,src/main/java/org/jabref/gui/edit/CopyMoreAction.java,gui,gui,59.41,gui,59.41,gui,59.41,gui,59.41,gui,59.41,None,59.41,None,59.41,None,59.41,None,59.41
jabref,cli,src/main/java/org/jabref/gui/citationkeypattern/GenerateCitationKeyAction.java,gui,gui,58.47,gui,58.47,gui,58.47,gui,58.47,gui,58.47,None,58.47,None,58.47,None,58.47,None,58.47
jabref,cli,src/main/java/org/jabref/gui/exporter/ExporterViewModel.java,gui,gui,71.81,gui,71.81,gui,71.81,gui,71.81,gui,71.81,gui,71.81,gui,71.81,None,71.81,None,71.81
jabref,cli,src/main/java/org/jabref/model/database/BibDatabaseModeDetection.java,model,model,93.61,model,93.61,model,93.61,model,93.61,model,93.61,model,93.61,model,93.61,model,93.61,model,93.61
jabref,cli,src/main/java/org/jabref/gui/menus/FileHistoryMenu.java,gui,gui,68.71,gui,68.71,gui,68.71,gui,68.71,gui,68.71,gui,68.71,None,68.71,None,68.71,None,68.71
jabref,cli,src/main/java/org/jabref/gui/preferences/externalfiletypes/EditExternalFileTypeEntryDialog.java,gui,preferences,90.27,preferences,90.27,preferences,90.27,preferences,90.27,preferences,90.27,preferences,90.27,preferences,90.27,preferences,90.27,preferences,90.27
jabref,cli,src/main/java/org/jabref/gui/FXDialog.java,gui,gui,61.22,gui,61.22,gui,61.22,gui,61.22,gui,61.22,gui,61.22,None,61.22,None,61.22,None,61.22
jabref,cli,src/main/java/org/jabref/gui/externalfiles/ExternalFileSorter.java,gui,gui,66.43,gui,66.43,gui,66.43,gui,66.43,gui,66.43,gui,66.43,None,66.43,None,66.43,None,66.43
jabref,cli,src/main/java/org/jabref/model/database/BibDatabases.java,model,model,98.11,model,98.11,model,98.11,model,98.11,model,98.11,model,98.11,model,98.11,model,98.11,model,98.11
jabref,cli,src/main/java/org/jabref/model/entry/Keyword.java,model,model,82.99,model,82.99,model,82.99,model,82.99,model,82.99,model,82.99,model,82.99,model,82.99,None,82.99
jabref,cli,src/main/java/org/jabref/gui/actions/JabRefAction.java,gui,gui,59.41,gui,59.41,gui,59.41,gui,59.41,gui,59.41,None,59.41,None,59.41,None,59.41,None,59.41
jabref,cli,src/main/java/org/jabref/gui/help/VersionWorker.java,gui,gui,71.94,gui,71.94,gui,71.94,gui,71.94,gui,71.94,gui,71.94,gui,71.94,None,71.94,None,71.94
jabref,cli,src/main/java/org/jabref/logic/shared/PostgreSQLProcessor.java,logic,logic,49.85,logic,49.85,logic,49.85,logic,49.85,None,49.85,None,49.85,None,49.85,None,49.85,None,49.85
jabref,cli,src/main/java/org/jabref/gui/openoffice/StyleSelectDialogView.java,gui,gui,59.44,gui,59.44,gui,59.44,gui,59.44,gui,59.44,None,59.44,None,59.44,None,59.44,None,59.44
jabref,cli,src/main/java/org/jabref/logic/layout/format/ToUpperCase.java,logic,logic,56.81,logic,56.81,logic,56.81,logic,56.81,logic,56.81,None,56.81,None,56.81,None,56.81,None,56.81
jabref,cli,src/main/java/org/jabref/gui/autocompleter/ContentSelectorSuggestionProvider.java,gui,gui,63.80,gui,63.80,gui,63.80,gui,63.80,gui,63.80,gui,63.80,None,63.80,None,63.80,None,63.80
jabref,cli,src/main/java/org/jabref/gui/externalfiles/UnlinkedFilesCrawler.java,gui,gui,68.42,gui,68.42,gui,68.42,gui,68.42,gui,68.42,gui,68.42,None,68.42,None,68.42,None,68.42
jabref,cli,src/main/java/org/jabref/gui/exporter/CreateModifyExporterDialogView.java,gui,preferences,94.15,preferences,94.15,preferences,94.15,preferences,94.15,preferences,94.15,preferences,94.15,preferences,94.15,preferences,94.15,preferences,94.15
jabref,cli,src/main/java/org/jabref/logic/layout/LayoutFormatter.java,logic,logic,55.93,logic,55.93,logic,55.93,logic,55.93,logic,55.93,None,55.93,None,55.93,None,55.93,None,55.93
jabref,cli,src/main/java/org/jabref/gui/fieldeditors/EditorTextArea.java,gui,gui,70.04,gui,70.04,gui,70.04,gui,70.04,gui,70.04,gui,70.04,gui,70.04,None,70.04,None,70.04
jabref,cli,src/main/java/org/jabref/gui/fieldeditors/FieldEditors.java,gui,preferences,106.98,preferences,106.98,preferences,106.98,preferences,106.98,preferences,106.98,preferences,106.98,preferences,106.98,preferences,106.98,preferences,106.98
jabref,cli,src/main/java/org/jabref/logic/auxparser/AuxParser.java,logic,logic,55.90,logic,55.90,logic,55.90,logic,55.90,logic,55.90,None,55.90,None,55.90,None,55.90,None,55.90
jabref,cli,src/main/java/org/jabref/gui/util/DefaultFileUpdateMonitor.java,gui,gui,68.66,gui,68.66,gui,68.66,gui,68.66,gui,68.66,gui,68.66,None,68.66,None,68.66,None,68.66
jabref,cli,src/main/java/org/jabref/gui/mergeentries/newmergedialog/cell/sidebuttons/InfoButton.java,gui,gui,71.11,gui,71.11,gui,71.11,gui,71.11,gui,71.11,gui,71.11,gui,71.11,None,71.11,None,71.11
jabref,cli,src/main/java/org/jabref/logic/integrity/AbbreviationChecker.java,logic,logic,54.99,logic,54.99,logic,54.99,logic,54.99,logic,54.99,None,54.99,None,54.99,None,54.99,None,54.99
jabref,cli,src/main/java/org/jabref/logic/shared/exception/InvalidDBMSConnectionPropertiesException.java,logic,logic,55.71,logic,55.71,logic,55.71,logic,55.71,logic,55.71,None,55.71,None,55.71,None,55.71,None,55.71
jabref,cli,src/main/java/org/jabref/logic/importer/fileformat/mods/RecordInfo.java,logic,logic,56.80,logic,56.80,logic,56.80,logic,56.80,logic,56.80,None,56.80,None,56.80,None,56.80,None,56.80
jabref,cli,src/main/java/org/jabref/logic/undo/UndoRedoEvent.java,logic,logic,55.67,logic,55.67,logic,55.67,logic,55.67,logic,55.67,None,55.67,None,55.67,None,55.67,None,55.67
jabref,cli,src/main/java/org/jabref/gui/icon/InternalMaterialDesignIcon.java,gui,gui,71.34,gui,71.34,gui,71.34,gui,71.34,gui,71.34,gui,71.34,gui,71.34,None,71.34,None,71.34
jabref,cli,src/main/java/org/jabref/logic/bibtex/comparator/EntryComparator.java,logic,logic,50.07,logic,50.07,logic,50.07,logic,50.07,logic,50.07,None,50.07,None,50.07,None,50.07,None,50.07
jabref,cli,src/main/java/org/jabref/gui/commonfxcontrols/FieldFormatterCleanupsPanelViewModel.java,gui,gui,61.88,gui,61.88,gui,61.88,gui,61.88,gui,61.88,gui,61.88,None,61.88,None,61.88,None,61.88
jabref,cli,src/main/java/org/jabref/logic/openoffice/style/OOPreFormatter.java,logic,logic,51.21,logic,51.21,logic,51.21,logic,51.21,logic,51.21,None,51.21,None,51.21,None,51.21,None,51.21
jabref,cli,src/main/java/org/jabref/gui/push/PushToEmacsSettings.java,gui,preferences,104.64,preferences,104.64,preferences,104.64,preferences,104.64,preferences,104.64,preferences,104.64,preferences,104.64,preferences,104.64,preferences,104.64
jabref,cli,src/main/java/org/jabref/gui/ClipBoardManager.java,gui,gui,63.45,gui,63.45,gui,63.45,gui,63.45,gui,63.45,gui,63.45,None,63.45,None,63.45,None,63.45
jabref,cli,src/main/java/org/jabref/logic/remote/server/RemoteListenerServerManager.java,logic,logic,54.76,logic,54.76,logic,54.76,logic,54.76,logic,54.76,None,54.76,None,54.76,None,54.76,None,54.76
jabref,cli,src/main/java/org/jabref/gui/fieldeditors/DateEditorViewModel.java,gui,gui,62.95,gui,62.95,gui,62.95,gui,62.95,gui,62.95,gui,62.95,None,62.95,None,62.95,None,62.95
jabref,cli,src/main/java/org/jabref/gui/maintable/CellFactory.java,gui,gui,72.02,gui,72.02,gui,72.02,gui,72.02,gui,72.02,gui,72.02,gui,72.02,None,72.02,None,72.02
jabref,cli,src/main/java/org/jabref/gui/fieldeditors/OwnerEditor.java,gui,preferences,100.37,preferences,100.37,preferences,100.37,preferences,100.37,preferences,100.37,preferences,100.37,preferences,100.37,preferences,100.37,preferences,100.37
jabref,cli,src/main/java/org/jabref/gui/edit/automaticfiededitor/editfieldcontent/EditFieldContentViewModel.java,gui,gui,68.46,gui,68.46,gui,68.46,gui,68.46,gui,68.46,gui,68.46,None,68.46,None,68.46,None,68.46
jabref,cli,src/main/java/org/jabref/gui/preferences/table/TableTabViewModel.java,gui,preferences,96.82,preferences,96.82,preferences,96.82,preferences,96.82,preferences,96.82,preferences,96.82,preferences,96.82,preferences,96.82,preferences,96.82
jabref,cli,src/main/java/org/jabref/gui/undo/AbstractUndoableJabRefEdit.java,gui,gui,64.66,gui,64.66,gui,64.66,gui,64.66,gui,64.66,gui,64.66,None,64.66,None,64.66,None,64.66
jabref,cli,src/main/java/org/jabref/logic/importer/fileformat/EndnoteImporter.java,logic,preferences,78.76,preferences,78.76,preferences,78.76,preferences,78.76,preferences,78.76,preferences,78.76,preferences,78.76,None,78.76,None,78.76
jabref,cli,src/main/java/org/jabref/gui/entryeditor/DeprecatedFieldsTab.java,gui,preferences,96.18,preferences,96.18,preferences,96.18,preferences,96.18,preferences,96.18,preferences,96.18,preferences,96.18,preferences,96.18,preferences,96.18
jabref,cli,src/main/java/org/jabref/gui/preferences/preview/PreviewTab.java,gui,preferences,68.12,preferences,68.12,preferences,68.12,preferences,68.12,preferences,68.12,preferences,68.12,None,68.12,None,68.12,None,68.12
jabref,cli,src/main/java/org/jabref/logic/bibtex/FileFieldWriter.java,logic,logic,55.94,logic,55.94,logic,55.94,logic,55.94,logic,55.94,None,55.94,None,55.94,None,55.94,None,55.94
jabref,cli,src/main/java/org/jabref/logic/exporter/BibDatabaseWriter.java,logic,preferences,94.75,preferences,94.75,preferences,94.75,preferences,94.75,preferences,94.75,preferences,94.75,preferences,94.75,preferences,94.75,preferences,94.75
jabref,cli,src/main/java/org/jabref/logic/util/DelayTaskThrottler.java,logic,logic,54.63,logic,54.63,logic,54.63,logic,54.63,logic,54.63,None,54.63,None,54.63,None,54.63,None,54.63
jabref,cli,src/main/java/org/jabref/model/entry/KeywordList.java,model,model,75.68,model,75.68,model,75.68,model,75.68,model,75.68,model,75.68,model,75.68,None,75.68,None,75.68
jabref,cli,src/main/java/org/jabref/model/study/Study.java,model,model,84.54,model,84.54,model,84.54,model,84.54,model,84.54,model,84.54,model,84.54,model,84.54,None,84.54
jabref,cli,src/main/java/org/jabref/logic/importer/fileformat/OvidImporter.java,logic,logic,48.67,logic,48.67,logic,48.67,logic,48.67,None,48.67,None,48.67,None,48.67,None,48.67,None,48.67
jabref,cli,src/main/java/org/jabref/model/openoffice/util/OOListUtil.java,model,model,88.77,model,88.77,model,88.77,model,88.77,model,88.77,model,88.77,model,88.77,model,88.77,None,88.77
jabref,cli,src/main/java/org/jabref/model/entry/Month.java,model,model,79.05,model,79.05,model,79.05,model,79.05,model,79.05,model,79.05,model,79.05,None,79.05,None,79.05
jabref,cli,src/main/java/org/jabref/logic/importer/fileformat/BibtexImporter.java,logic,logic,52.69,logic,52.69,logic,52.69,logic,52.69,logic,52.69,None,52.69,None,52.69,None,52.69,None,52.69
jabref,cli,src/main/java/org/jabref/gui/util/BackgroundTask.java,gui,gui,66.17,gui,66.17,gui,66.17,gui,66.17,gui,66.17,gui,66.17,None,66.17,None,66.17,None,66.17
jabref,cli,src/main/java/org/jabref/model/entry/BibEntryTypeBuilder.java,model,model,80.93,model,80.93,model,80.93,model,80.93,model,80.93,model,80.93,model,80.93,model,80.93,None,80.93
jabref,cli,src/main/java/org/jabref/gui/fieldeditors/WriteMetadataToPdfCommand.java,gui,preferences,104.88,preferences,104.88,preferences,104.88,preferences,104.88,preferences,104.88,preferences,104.88,preferences,104.88,preferences,104.88,preferences,104.88
jabref,cli,src/main/java/org/jabref/model/openoffice/uno/UnoCursor.java,model,model,90.17,model,90.17,model,90.17,model,90.17,model,90.17,model,90.17,model,90.17,model,90.17,model,90.17
jabref,cli,src/main/java/org/jabref/logic/formatter/bibtexfields/TrimWhitespaceFormatter.java,logic,logic,55.72,logic,55.72,logic,55.72,logic,55.72,logic,55.72,None,55.72,None,55.72,None,55.72,None,55.72
jabref,cli,src/main/java/org/jabref/gui/theme/ThemeManager.java,gui,gui,62.14,gui,62.14,gui,62.14,gui,62.14,gui,62.14,gui,62.14,None,62.14,None,62.14,None,62.14
jabref,cli,src/main/java/org/jabref/logic/importer/fileformat/PdfGrobidImporter.java,logic,logic,56.47,logic,56.47,logic,56.47,logic,56.47,logic,56.47,None,56.47,None,56.47,None,56.47,None,56.47
jabref,cli,src/main/java/org/jabref/model/entry/BibEntry.java,model,model,57.31,model,57.31,model,57.31,model,57.31,model,57.31,None,57.31,None,57.31,None,57.31,None,57.31
jabref,cli,src/main/java/org/jabref/logic/layout/format/NotFoundFormatter.java,logic,logic,55.31,logic,55.31,logic,55.31,logic,55.31,logic,55.31,None,55.31,None,55.31,None,55.31,None,55.31
jabref,cli,src/main/java/org/jabref/logic/importer/fileformat/MarcXmlParser.java,logic,logic,45.29,logic,45.29,logic,45.29,logic,45.29,None,45.29,None,45.29,None,45.29,None,45.29,None,45.29
jabref,cli,src/main/java/org/jabref/logic/exporter/AtomicFileOutputStream.java,logic,logic,55.82,logic,55.82,logic,55.82,logic,55.82,logic,55.82,None,55.82,None,55.82,None,55.82,None,55.82
jabref,cli,src/main/java/org/jabref/logic/shared/security/Password.java,logic,logic,54.96,logic,54.96,logic,54.96,logic,54.96,logic,54.96,None,54.96,None,54.96,None,54.96,None,54.96
jabref,cli,src/main/java/org/jabref/gui/externalfiletype/StandardExternalFileType.java,gui,gui,63.53,gui,63.53,gui,63.53,gui,63.53,gui,63.53,gui,63.53,None,63.53,None,63.53,None,63.53
jabref,cli,src/main/java/org/jabref/logic/integrity/FieldCheckers.java,logic,logic,51.40,logic,51.40,logic,51.40,logic,51.40,logic,51.40,None,51.40,None,51.40,None,51.40,None,51.40
jabref,cli,src/main/java/org/jabref/gui/preview/PreviewPanel.java,gui,preferences,89.58,preferences,89.58,preferences,89.58,preferences,89.58,preferences,89.58,preferences,89.58,preferences,89.58,preferences,89.58,None,89.58
jabref,cli,src/main/java/org/jabref/gui/preferences/table/TableTab.java,gui,preferences,80.06,preferences,80.06,preferences,80.06,preferences,80.06,preferences,80.06,preferences,80.06,preferences,80.06,preferences,80.06,None,80.06
jabref,cli,src/main/java/org/jabref/gui/groups/MoveGroupChange.java,gui,gui,64.25,gui,64.25,gui,64.25,gui,64.25,gui,64.25,gui,64.25,None,64.25,None,64.25,None,64.25
jabref,cli,src/main/java/org/jabref/gui/undo/UndoableKeyChange.java,gui,gui,62.95,gui,62.95,gui,62.95,gui,62.95,gui,62.95,gui,62.95,None,62.95,None,62.95,None,62.95
jabref,cli,src/main/java/org/jabref/logic/importer/fetcher/transformers/AbstractQueryTransformer.java,logic,logic,49.61,logic,49.61,logic,49.61,logic,49.61,None,49.61,None,49.61,None,49.61,None,49.61,None,49.61
jabref,cli,src/main/java/org/jabref/logic/openoffice/style/OOBibStyleGetNumCitationMarker.java,logic,logic,53.00,logic,53.00,logic,53.00,logic,53.00,logic,53.00,None,53.00,None,53.00,None,53.00,None,53.00
jabref,cli,src/main/java/org/jabref/logic/layout/format/AuthorNatBib.java,logic,logic,55.71,logic,55.71,logic,55.71,logic,55.71,logic,55.71,None,55.71,None,55.71,None,55.71,None,55.71
jabref,cli,src/main/java/org/jabref/gui/collab/DatabaseChangeDetailsView.java,gui,gui,64.92,gui,64.92,gui,64.92,gui,64.92,gui,64.92,gui,64.92,None,64.92,None,64.92,None,64.92
jabref,cli,src/main/java/org/jabref/gui/fieldeditors/OptionEditorViewModel.java,gui,gui,64.45,gui,64.45,gui,64.45,gui,64.45,gui,64.45,gui,64.45,None,64.45,None,64.45,None,64.45
jabref,cli,src/main/java/org/jabref/preferences/ImportExportPreferences.java,preferences,preferences,90.90,preferences,90.90,preferences,90.90,preferences,90.90,preferences,90.90,preferences,90.90,preferences,90.90,preferences,90.90,preferences,90.90
jabref,cli,src/main/java/org/jabref/logic/layout/format/HTMLParagraphs.java,logic,logic,56.63,logic,56.63,logic,56.63,logic,56.63,logic,56.63,None,56.63,None,56.63,None,56.63,None,56.63
jabref,cli,src/main/java/org/jabref/logic/layout/format/RemoveLatexCommandsFormatter.java,logic,logic,54.54,logic,54.54,logic,54.54,logic,54.54,logic,54.54,None,54.54,None,54.54,None,54.54,None,54.54
jabref,cli,src/main/java/org/jabref/model/util/MultiKeyMap.java,model,model,88.43,model,88.43,model,88.43,model,88.43,model,88.43,model,88.43,model,88.43,model,88.43,None,88.43
jabref,cli,src/main/java/org/jabref/logic/importer/fetcher/CrossRef.java,logic,logic,49.16,logic,49.16,logic,49.16,logic,49.16,None,49.16,None,49.16,None,49.16,None,49.16,None,49.16
jabref,cli,src/main/java/org/jabref/logic/formatter/bibtexfields/RemoveNewlinesFormatter.java,logic,logic,55.65,logic,55.65,logic,55.65,logic,55.65,logic,55.65,None,55.65,None,55.65,None,55.65,None,55.65
jabref,cli,src/main/java/org/jabref/gui/documentviewer/DocumentViewerView.java,gui,gui,60.27,gui,60.27,gui,60.27,gui,60.27,gui,60.27,gui,60.27,None,60.27,None,60.27,None,60.27
jabref,cli,src/main/java/org/jabref/logic/integrity/DatabaseChecker.java,logic,logic,55.82,logic,55.82,logic,55.82,logic,55.82,logic,55.82,None,55.82,None,55.82,None,55.82,None,55.82
jabref,cli,src/main/java/org/jabref/logic/importer/fetcher/DOAJFetcher.java,logic,preferences,89.52,preferences,89.52,preferences,89.52,preferences,89.52,preferences,89.52,preferences,89.52,preferences,89.52,preferences,89.52,None,89.52
jabref,cli,src/main/java/org/jabref/logic/formatter/casechanger/TitleParser.java,logic,logic,54.30,logic,54.30,logic,54.30,logic,54.30,logic,54.30,None,54.30,None,54.30,None,54.30,None,54.30
jabref,cli,src/main/java/org/jabref/gui/actions/SimpleCommand.java,gui,gui,72.54,gui,72.54,gui,72.54,gui,72.54,gui,72.54,gui,72.54,gui,72.54,None,72.54,None,72.54
jabref,cli,src/main/java/org/jabref/logic/remote/server/RemoteListenerServer.java,logic,logic,53.03,logic,53.03,logic,53.03,logic,53.03,logic,53.03,None,53.03,None,53.03,None,53.03,None,53.03
jabref,cli,src/main/java/org/jabref/gui/collab/DatabaseChangeDetailsViewFactory.java,gui,gui,61.59,gui,61.59,gui,61.59,gui,61.59,gui,61.59,gui,61.59,None,61.59,None,61.59,None,61.59
jabref,cli,src/main/java/org/jabref/gui/preferences/entry/EntryTabViewModel.java,gui,preferences,93.04,preferences,93.04,preferences,93.04,preferences,93.04,preferences,93.04,preferences,93.04,preferences,93.04,preferences,93.04,preferences,93.04
jabref,cli,src/main/java/org/jabref/logic/bibtex/comparator/BibEntryDiff.java,logic,logic,55.42,logic,55.42,logic,55.42,logic,55.42,logic,55.42,None,55.42,None,55.42,None,55.42,None,55.42
jabref,cli,src/main/java/org/jabref/gui/mergeentries/newmergedialog/cell/CopyFieldValueCommand.java,gui,gui,65.20,gui,65.20,gui,65.20,gui,65.20,gui,65.20,gui,65.20,None,65.20,None,65.20,None,65.20
jabref,cli,src/main/java/org/jabref/model/openoffice/ootext/OOText.java,model,model,93.20,model,93.20,model,93.20,model,93.20,model,93.20,model,93.20,model,93.20,model,93.20,model,93.20
jabref,cli,src/main/java/org/jabref/gui/actions/ActionHelper.java,gui,gui,67.49,gui,67.49,gui,67.49,gui,67.49,gui,67.49,gui,67.49,None,67.49,None,67.49,None,67.49
jabref,cli,src/main/java/org/jabref/gui/util/OptionalValueTableCellFactory.java,gui,gui,71.39,gui,71.39,gui,71.39,gui,71.39,gui,71.39,gui,71.39,gui,71.39,None,71.39,None,71.39
jabref,cli,src/main/java/org/jabref/gui/preferences/journals/JournalAbbreviationsTab.java,gui,preferences,74.34,preferences,74.34,preferences,74.34,preferences,74.34,preferences,74.34,preferences,74.34,preferences,74.34,None,74.34,None,74.34
jabref,cli,src/main/java/org/jabref/gui/mergeentries/MultiMergeEntriesView.java,gui,preferences,86.60,preferences,86.60,preferences,86.60,preferences,86.60,preferences,86.60,preferences,86.60,preferences,86.60,preferences,86.60,None,86.60
jabref,cli,src/main/java/org/jabref/gui/entryeditor/LatexCitationsTabViewModel.java,gui,gui,67.43,gui,67.43,gui,67.43,gui,67.43,gui,67.43,gui,67.43,None,67.43,None,67.43,None,67.43
jabref,cli,src/main/java/org/jabref/logic/importer/PagedSearchBasedFetcher.java,logic,logic,54.12,logic,54.12,logic,54.12,logic,54.12,logic,54.12,None,54.12,None,54.12,None,54.12,None,54.12
jabref,cli,src/main/java/org/jabref/logic/formatter/bibtexfields/EscapeDollarSignFormatter.java,logic,logic,54.76,logic,54.76,logic,54.76,logic,54.76,logic,54.76,None,54.76,None,54.76,None,54.76,None,54.76
jabref,cli,src/main/java/org/jabref/model/entry/types/BiblatexApaEntryType.java,model,model,90.89,model,90.89,model,90.89,model,90.89,model,90.89,model,90.89,model,90.89,model,90.89,model,90.89
jabref,cli,src/main/java/org/jabref/gui/groups/GroupModeViewModel.java,gui,model,72.65,model,72.65,model,72.65,model,72.65,model,72.65,model,72.65,model,72.65,None,72.65,None,72.65
jabref,cli,src/main/java/org/jabref/logic/xmp/DocumentInformationExtractor.java,logic,logic,52.62,logic,52.62,logic,52.62,logic,52.62,logic,52.62,None,52.62,None,52.62,None,52.62,None,52.62
jabref,cli,src/main/java/org/jabref/gui/mergeentries/MergeWithFetchedEntryAction.java,gui,gui,78.20,gui,78.20,gui,78.20,gui,78.20,gui,78.20,gui,78.20,gui,78.20,None,78.20,None,78.20
